Sample	total_reads	avg_input_read_length	uniquely_mapped	uniquely_mapped_percent	avg_mapped_read_length	num_splices	num_annotated_splices	num_GTAG_splices	num_GCAG_splices	num_ATAC_splices	num_noncanonical_splices	mismatch_rate	deletion_rate	deletion_length	insertion_rate	insertion_length	multimapped	multimapped_percent	multimapped_toomany	multimapped_toomany_percent	unmapped_mismatches_percent	unmapped_tooshort_percent	unmapped_other_percent	unmapped_mismatches	unmapped_tooshort	unmapped_other
145_3_SCL_fast_S63	45769388.0	122.0	38664299.0	84.48	121.58	5531265.0	5466148.0	5465480.0	48463.0	5762.0	11560.0	0.31	0.01	1.69	0.0	1.23	1814462.0	3.96	96962.0	0.21	0.0	10.75	0.6	0	4919110	274555
145_3_ZIL_fast_S42	57201695.0	122.0	50749875.0	88.72	121.64	8083516.0	7993777.0	7989491.0	68539.0	8020.0	17466.0	0.29	0.01	1.75	0.0	1.25	2386135.0	4.17	123558.0	0.22	0.0	6.31	0.58	0	3610279	331848
145_4_HIPL_fast_S17	99057904.0	122.0	87106171.0	87.93	121.63	12538312.0	12398739.0	12392601.0	100431.0	13535.0	31745.0	0.31	0.01	1.68	0.0	1.24	3773491.0	3.81	199339.0	0.2	0.0	7.47	0.59	0	7394839	584064
145_4_Hyp_fast_S29	88165420.0	122.0	74987725.0	85.05	121.6	15864387.0	15707540.0	15689764.0	134941.0	15868.0	23814.0	0.3	0.01	1.85	0.01	1.29	5204581.0	5.9	182919.0	0.21	0.0	8.44	0.39	0	7446121	344074
145_4_ICL_fast_S24	13943873.0	122.0	11447827.0	82.1	121.31	1561165.0	1543510.0	1542459.0	13423.0	1678.0	3605.0	0.33	0.01	1.51	0.0	1.24	549073.0	3.94	29696.0	0.21	0.0	13.12	0.63	0	1829431	87846
145_4_SCL_fast_S30	116416479.0	122.0	101052419.0	86.8	121.62	14905342.0	14739090.0	14733144.0	128675.0	15573.0	27950.0	0.32	0.01	1.69	0.0	1.28	4424874.0	3.8	260967.0	0.22	0.0	8.52	0.65	0	9921311	756908
145_4_ZIL_fast_S5	33900693.0	122.0	7154129.0	21.1	120.66	2214792.0	2181337.0	2186527.0	17501.0	2101.0	8663.0	0.64	0.01	1.48	0.0	1.14	5333314.0	15.73	48151.0	0.14	0.0	62.98	0.04	0	21351538	13561
145_5_HIPL_fast_S58	32812731.0	122.0	28840826.0	87.9	121.63	4497349.0	4452718.0	4447584.0	36439.0	4894.0	8432.0	0.29	0.01	1.69	0.0	1.21	1272672.0	3.88	62322.0	0.19	0.0	7.48	0.56	0	2453246	183665
145_5_Hyp_fast_S17	77121990.0	122.0	9356354.0	12.13	120.75	2681405.0	2636706.0	2647365.0	22710.0	2492.0	8838.0	0.71	0.01	1.57	0.0	1.2	11842605.0	15.36	109677.0	0.14	0.0	72.35	0.02	0	55797930	15424
145_5_ICL_fast_S32	54943264.0	122.0	44847549.0	81.63	121.64	6143713.0	6073120.0	6072071.0	52587.0	6124.0	12931.0	0.3	0.01	1.75	0.0	1.25	1767240.0	3.22	114785.0	0.21	0.0	14.29	0.66	0	7851079	362611
145_5_SCL_fast_S18	95909836.0	122.0	82642424.0	86.17	121.57	11315478.0	11181058.0	11182216.0	95732.0	11715.0	25815.0	0.31	0.01	1.61	0.0	1.27	3437364.0	3.58	210522.0	0.22	0.0	9.38	0.65	0	8996127	623399
145_5_ZIL_fast_S62	104036553.0	122.0	88166169.0	84.75	121.56	18099954.0	17918357.0	17889085.0	155193.0	18640.0	37036.0	0.31	0.01	1.75	0.0	1.27	5552314.0	5.34	202492.0	0.19	0.0	9.35	0.37	0	9730520	385058
14_Highfatdiet_Hip_left_S50	44690948.0	102.0	40716980.0	91.11	101.71	4255325.0	4215525.0	4209291.0	32705.0	4737.0	8592.0	0.15	0.01	1.42	0.0	1.13	1859103.0	4.16	116182.0	0.26	0.0	3.59	0.88	0	1605206	393477
14_Highfatdiet_Hyp_both_S28	40384060.0	102.0	36436987.0	90.23	101.7	4253841.0	4214946.0	4208357.0	34386.0	4366.0	6732.0	0.16	0.01	1.43	0.0	1.13	1994922.0	4.94	115581.0	0.29	0.0	3.66	0.89	0	1477329	359241
14_Highfatdiet_IC_left_S58	39837150.0	102.0	35645784.0	89.48	101.69	3919518.0	3882504.0	3876303.0	31737.0	4217.0	7261.0	0.17	0.01	1.45	0.0	1.12	1746500.0	4.38	106100.0	0.27	0.0	5.01	0.86	0	1996119	342647
14_Highfatdiet_PFC_left_S75	40336088.0	102.0	36522849.0	90.55	101.71	4035105.0	3996545.0	3990082.0	32073.0	4562.0	8388.0	0.16	0.01	1.43	0.0	1.14	1715550.0	4.25	107419.0	0.27	0.0	4.08	0.86	0	1643786	346484
14_Highfatdiet_SC_left_S74	45328348.0	102.0	40124123.0	88.52	101.69	4931694.0	4885020.0	4877657.0	40093.0	5224.0	8720.0	0.17	0.01	1.44	0.0	1.13	2314821.0	5.11	123804.0	0.27	0.0	5.26	0.84	0	2384763	380837
15_Highfatdiet_Hip_left_S27	44950073.0	102.0	40806295.0	90.78	101.71	4288021.0	4247467.0	4240726.0	33299.0	4900.0	9096.0	0.15	0.01	1.43	0.0	1.14	1903223.0	4.23	115868.0	0.26	0.0	3.8	0.93	0	1706937	417750
15_Highfatdiet_Hyp_both_S18	47384219.0	102.0	41654560.0	87.91	101.68	5104646.0	5057571.0	5050293.0	40548.0	5360.0	8445.0	0.17	0.01	1.45	0.01	1.14	2701820.0	5.7	136854.0	0.29	0.0	5.26	0.84	0	2492882	398103
15_Highfatdiet_IC_left_S55	29977787.0	102.0	27056365.0	90.25	101.68	3121382.0	3092208.0	3086722.0	25474.0	3656.0	5530.0	0.17	0.01	1.46	0.01	1.12	1290353.0	4.3	81595.0	0.27	0.0	4.3	0.87	0	1288731	260743
15_Highfatdiet_PFC_left_S72	47186463.0	102.0	42285861.0	89.61	101.72	5756798.0	5708842.0	5695782.0	45748.0	6743.0	8525.0	0.15	0.01	1.45	0.0	1.14	2307852.0	4.89	125081.0	0.27	0.0	4.46	0.77	0	2104360	363309
15_Highfatdiet_SC_left_S41	44506683.0	102.0	39867876.0	89.58	101.68	4842007.0	4795290.0	4788066.0	40102.0	5158.0	8681.0	0.18	0.01	1.46	0.0	1.13	2189854.0	4.92	128016.0	0.29	0.0	4.34	0.88	0	1929668	391269
16_Highfatdiet_Hip_right_S8	24830709.0	102.0	22681152.0	91.34	101.71	2582011.0	2558657.0	2553623.0	20268.0	3028.0	5092.0	0.15	0.01	1.43	0.0	1.14	1021206.0	4.11	59036.0	0.24	0.0	3.49	0.81	0	867886	201429
16_Highfatdiet_Hyp_both_S85	43205201.0	102.0	36208079.0	83.8	101.66	4630176.0	4587563.0	4580859.0	36948.0	4597.0	7772.0	0.19	0.01	1.49	0.01	1.13	2831448.0	6.55	137180.0	0.32	0.0	8.51	0.81	0	3678378	350116
16_Highfatdiet_IC_right_S46	42975760.0	102.0	38663393.0	89.97	101.69	4775124.0	4732372.0	4724338.0	38528.0	5046.0	7212.0	0.17	0.01	1.44	0.0	1.13	2043255.0	4.75	117281.0	0.27	0.0	4.15	0.85	0	1786020	365811
16_Highfatdiet_PFC_right_S76	82392555.0	102.0	74985926.0	91.01	101.71	8530892.0	8447810.0	8432762.0	67434.0	9761.0	20935.0	0.16	0.01	1.45	0.0	1.13	3371453.0	4.09	213340.0	0.26	0.0	3.76	0.88	0	3097005	724831
16_Highfatdiet_SC_right_S59	38736191.0	102.0	34588350.0	89.29	101.68	3632619.0	3597280.0	3592587.0	29490.0	3848.0	6694.0	0.16	0.01	1.45	0.0	1.13	1602949.0	4.14	105570.0	0.27	0.0	5.34	0.95	0	2070903	368419
17_Highfatdiet_Hip_right_S33	77592003.0	102.0	70849220.0	91.31	101.7	6923874.0	6859424.0	6848914.0	53187.0	7926.0	13847.0	0.16	0.01	1.43	0.0	1.13	2977026.0	3.84	192120.0	0.25	0.0	3.74	0.86	0	2905522	668115
17_Highfatdiet_Hyp_both_S26	40306749.0	102.0	35844091.0	88.93	101.69	4021506.0	3983535.0	3978935.0	31925.0	4133.0	6513.0	0.16	0.01	1.44	0.0	1.13	2008626.0	4.98	112264.0	0.28	0.0	4.92	0.89	0	1983046	358722
17_Highfatdiet_IC_right_S29	43226575.0	102.0	39906436.0	92.32	101.68	4239034.0	4199294.0	4192055.0	34590.0	4938.0	7451.0	0.17	0.01	1.42	0.0	1.13	1426604.0	3.3	112452.0	0.26	0.0	3.18	0.94	0	1374719	406364
17_Highfatdiet_PFC_right_S89	45591497.0	102.0	41262123.0	90.5	101.72	4990383.0	4945086.0	4935642.0	39496.0	5737.0	9508.0	0.15	0.01	1.42	0.0	1.13	2065287.0	4.53	117934.0	0.26	0.0	3.87	0.84	0	1763400	382753
17_Highfatdiet_SC_right_S64	48616063.0	102.0	43991756.0	90.49	101.69	4612983.0	4565323.0	4561859.0	37515.0	4822.0	8787.0	0.16	0.01	1.43	0.0	1.13	2074884.0	4.27	131422.0	0.27	0.0	4.04	0.94	0	1961591	456410
18_Highfatdiet_Hip_right_S53	37014722.0	102.0	33708723.0	91.07	101.7	3632773.0	3600063.0	3592518.0	28576.0	4156.0	7523.0	0.15	0.01	1.44	0.0	1.14	1544451.0	4.17	92663.0	0.25	0.0	3.67	0.84	0	1358051	310834
18_Highfatdiet_Hyp_both_S13	36837619.0	102.0	32884947.0	89.27	101.7	3650574.0	3616112.0	3611151.0	29078.0	3918.0	6427.0	0.17	0.01	1.44	0.0	1.14	1793294.0	4.87	96143.0	0.26	0.0	4.72	0.88	0	1739012	324223
18_Highfatdiet_IC_right_S70	35583720.0	102.0	31756962.0	89.25	101.69	3531482.0	3498761.0	3492192.0	29244.0	3980.0	6066.0	0.16	0.01	1.46	0.0	1.13	1580176.0	4.44	93073.0	0.26	0.0	5.17	0.88	0	1840271	313238
18_Highfatdiet_PFC_right_S48	45557035.0	102.0	41371358.0	90.81	101.7	4572052.0	4527384.0	4519032.0	36117.0	5251.0	11652.0	0.17	0.01	1.45	0.0	1.14	1834409.0	4.03	116888.0	0.26	0.0	4.06	0.84	0	1851343	383037
18_Highfatdiet_SC_right_S90	46992386.0	102.0	42594915.0	90.64	101.71	4850133.0	4804861.0	4796655.0	37757.0	5517.0	10204.0	0.16	0.01	1.43	0.0	1.13	2013276.0	4.28	116144.0	0.25	0.0	3.97	0.85	0	1868084	399967
1_Chow_Hip_left_S17	39873622.0	102.0	36340953.0	91.14	101.7	3829126.0	3788536.0	3783231.0	30587.0	4371.0	10937.0	0.16	0.01	1.45	0.0	1.13	1670692.0	4.19	105250.0	0.26	0.0	3.5	0.9	0	1397396	359331
1_Chow_Hyp_both_S80	50486127.0	102.0	45264914.0	89.66	101.7	4983959.0	4934988.0	4929124.0	40464.0	5381.0	8990.0	0.16	0.01	1.44	0.0	1.13	2504653.0	4.96	138024.0	0.27	0.0	4.21	0.9	0	2124391	454145
1_Chow_IC_left_S5	24618568.0	102.0	22419103.0	91.07	101.7	2330327.0	2307572.0	2303935.0	18664.0	2624.0	5104.0	0.16	0.01	1.42	0.0	1.13	984328.0	4.0	62778.0	0.26	0.0	3.78	0.9	0	930752	221608
1_Chow_PFC_left_S1	59211054.0	102.0	53267023.0	89.96	101.71	6101587.0	6043989.0	6034380.0	47873.0	7135.0	12199.0	0.15	0.01	1.44	0.0	1.14	2713777.0	4.58	164759.0	0.28	0.0	4.33	0.85	0	2562470	503025
1_Chow_SC_left_S21	73693043.0	102.0	66495800.0	90.23	101.68	7112200.0	7040476.0	7032356.0	58951.0	7681.0	13212.0	0.17	0.01	1.45	0.01	1.13	3085012.0	4.19	205709.0	0.28	0.0	4.35	0.95	0	3206296	700226
2_Chow_Hip_left_S71	53950799.0	102.0	49417607.0	91.6	101.74	4711720.0	4661604.0	4655609.0	36914.0	5376.0	13821.0	0.15	0.01	1.43	0.0	1.13	2184093.0	4.05	129850.0	0.24	0.0	3.2	0.91	0	1727882	491367
2_Chow_Hyp_both_S44	117352520.0	102.0	105251470.0	89.69	101.69	11748187.0	11637556.0	11622738.0	93698.0	12522.0	19229.0	0.16	0.01	1.43	0.0	1.13	5488745.0	4.68	334070.0	0.28	0.0	4.46	0.89	0	5233818	1044417
2_Chow_IC_left_S14	39228762.0	102.0	35805588.0	91.27	101.69	3901470.0	3864329.0	3857343.0	32271.0	4500.0	7356.0	0.17	0.01	1.45	0.0	1.13	1561561.0	3.98	102603.0	0.26	0.0	3.6	0.89	0	1410342	348668
2_Chow_PFC_left_S63	45082801.0	102.0	40433415.0	89.69	101.7	5211106.0	5165347.0	5155084.0	41293.0	5854.0	8875.0	0.16	0.01	1.46	0.0	1.13	2178492.0	4.83	118377.0	0.26	0.0	4.41	0.81	0	1987471	365046
2_Chow_SC_left_S43	42993546.0	102.0	39005336.0	90.72	101.69	4336220.0	4292100.0	4286647.0	35867.0	4683.0	9023.0	0.17	0.01	1.45	0.0	1.13	1804463.0	4.2	116859.0	0.27	0.0	3.92	0.89	0	1684449	382439
3_Chow_Hip_left_S4	43219791.0	102.0	39179486.0	90.65	101.71	4291242.0	4251555.0	4243174.0	33990.0	5032.0	9046.0	0.15	0.01	1.43	0.0	1.13	1832329.0	4.24	107776.0	0.25	0.0	3.99	0.87	0	1724238	375962
3_Chow_Hyp_both_S78	84117462.0	102.0	74936502.0	89.09	101.7	8592472.0	8513317.0	8501765.0	68540.0	8902.0	13265.0	0.17	0.01	1.43	0.0	1.13	4033282.0	4.79	229058.0	0.27	0.0	4.96	0.89	0	4170317	748303
3_Chow_IC_left_S67	67443354.0	102.0	61319545.0	90.92	101.69	5967455.0	5903315.0	5896771.0	48477.0	6602.0	15605.0	0.16	0.01	1.45	0.0	1.13	2547197.0	3.78	177755.0	0.26	0.0	4.06	0.98	0	2737968	660889
3_Chow_PFC_left_S34	48607638.0	102.0	43875990.0	90.27	101.71	5678259.0	5629053.0	5617447.0	44579.0	6536.0	9697.0	0.16	0.01	1.44	0.0	1.14	2273273.0	4.68	128569.0	0.26	0.0	3.99	0.8	0	1940694	389112
3_Chow_SC_left_S87	34781038.0	102.0	31436321.0	90.38	101.67	3415633.0	3381739.0	3376321.0	28159.0	3885.0	7268.0	0.19	0.01	1.46	0.0	1.13	1327629.0	3.82	92667.0	0.27	0.0	4.64	0.89	0	1614704	309717
4_Chow_Hip_right_S68	5562191.0	102.0	1597781.0	28.73	101.17	199729.0	196894.0	196771.0	1735.0	162.0	1061.0	0.58	0.02	1.55	0.03	1.09	474233.0	8.53	8667.0	0.16	0.0	62.04	0.55	0	3450917	30593
4_Chow_Hyp_both_S25	44025501.0	102.0	39199528.0	89.04	101.69	4318953.0	4277052.0	4272242.0	34456.0	4674.0	7581.0	0.18	0.01	1.44	0.0	1.13	2175704.0	4.94	122344.0	0.28	0.0	4.88	0.86	0	2149177	378748
4_Chow_IC_right_S69	40263402.0	102.0	35843671.0	89.02	101.67	3857531.0	3820699.0	3814689.0	31445.0	4376.0	7021.0	0.17	0.01	1.46	0.0	1.13	1662565.0	4.13	108560.0	0.27	0.0	5.68	0.89	0	2289815	358791
4_Chow_PFC_right_S6	56605640.0	102.0	50772012.0	89.69	101.71	7091111.0	7029122.0	7013662.0	56312.0	8320.0	12817.0	0.16	0.01	1.45	0.0	1.13	3015067.0	5.33	149953.0	0.26	0.0	3.98	0.73	0	2255002	413606
4_Chow_SC_right_S65	81544560.0	102.0	73621595.0	90.28	101.69	7688387.0	7611594.0	7602564.0	63370.0	7936.0	14517.0	0.16	0.01	1.44	0.0	1.13	3392581.0	4.16	224952.0	0.28	0.0	4.35	0.93	0	3547089	758343
5_Chow_Hip_right_S54	135926361.0	102.0	124225076.0	91.39	101.7	12489334.0	12358567.0	12342527.0	97303.0	14086.0	35418.0	0.16	0.01	1.44	0.0	1.13	5290154.0	3.89	335135.0	0.25	0.0	3.6	0.87	0	4893420	1182576
5_Chow_Hyp_both_S84	39127895.0	102.0	34975018.0	89.39	101.69	4051815.0	4014313.0	4008390.0	32726.0	4325.0	6374.0	0.17	0.01	1.45	0.0	1.13	1835842.0	4.69	104010.0	0.27	0.0	4.77	0.89	0	1865041	347984
5_Chow_IC_right_S15	36335800.0	102.0	33057313.0	90.98	101.68	3380557.0	3348039.0	3343147.0	27692.0	3852.0	5866.0	0.17	0.01	1.45	0.0	1.13	1346631.0	3.71	95932.0	0.26	0.0	4.13	0.92	0	1501459	334465
5_Chow_PFC_right_S11	54260063.0	102.0	48393742.0	89.19	101.69	5446451.0	5391937.0	5386974.0	44233.0	5845.0	9399.0	0.17	0.01	1.43	0.0	1.13	2617065.0	4.82	157811.0	0.29	0.0	4.82	0.87	0	2618764	472681
5_Chow_SC_right_S47	45761306.0	102.0	41244004.0	90.13	101.7	4356456.0	4311897.0	4307461.0	35822.0	4750.0	8423.0	0.16	0.01	1.45	0.0	1.13	2045143.0	4.47	128850.0	0.28	0.0	4.19	0.93	0	1917669	425640
6_Chow_Hip_right_S86	46694183.0	102.0	42458792.0	90.93	101.7	4604003.0	4553579.0	4547825.0	36335.0	5148.0	14695.0	0.16	0.01	1.45	0.0	1.14	1839889.0	3.94	124592.0	0.27	0.0	4.01	0.85	0	1873734	397176
6_Chow_Hyp_both_S66	33595120.0	102.0	30004371.0	89.31	101.69	3265934.0	3234383.0	3230743.0	26254.0	3391.0	5546.0	0.17	0.01	1.46	0.0	1.13	1556153.0	4.63	91569.0	0.27	0.0	4.9	0.88	0	1647203	295824
6_Chow_IC_right_S22	47532489.0	102.0	43286323.0	91.07	101.69	4255280.0	4212687.0	4207105.0	35322.0	4706.0	8147.0	0.18	0.01	1.43	0.0	1.13	1853862.0	3.9	135400.0	0.28	0.0	3.78	0.96	0	1799810	457094
6_Chow_PFC_right_S61	28415839.0	102.0	25546072.0	89.9	101.71	3001996.0	2975040.0	2969919.0	23498.0	3380.0	5199.0	0.16	0.01	1.44	0.0	1.14	1289676.0	4.54	79922.0	0.28	0.0	4.45	0.83	0	1264347	235822
6_Chow_SC_right_S31	54166119.0	102.0	50534752.0	93.3	101.72	3813803.0	3768956.0	3769777.0	30271.0	4381.0	9374.0	0.15	0.01	1.42	0.0	1.14	1537479.0	2.84	140780.0	0.26	0.0	2.61	1.0	0	1412081	541027
7_Fasting_Hip_left_S45	57753729.0	102.0	52919482.0	91.63	101.71	5352522.0	5302159.0	5295286.0	41265.0	5846.0	10125.0	0.15	0.01	1.42	0.0	1.13	2240951.0	3.88	145184.0	0.25	0.0	3.34	0.9	0	1928466	519646
7_Fasting_Hyp_both_S49	39778816.0	102.0	35734762.0	89.83	101.71	4040720.0	4001664.0	3996827.0	32612.0	4324.0	6957.0	0.15	0.01	1.44	0.0	1.13	1871270.0	4.7	107693.0	0.27	0.0	4.29	0.9	0	1706983	358108
7_Fasting_IC_left_S19	39129520.0	102.0	35552304.0	90.86	101.69	3570145.0	3533255.0	3529504.0	29310.0	3934.0	7397.0	0.17	0.01	1.45	0.0	1.13	1484720.0	3.79	106629.0	0.27	0.0	4.11	0.97	0	1606676	379191
7_Fasting_PFC_left_S51	44438705.0	102.0	40204073.0	90.47	101.69	5357069.0	5309351.0	5299166.0	42454.0	5932.0	9517.0	0.16	0.01	1.45	0.0	1.14	2076968.0	4.67	124410.0	0.28	0.0	3.75	0.83	0	1664782	368472
7_Fasting_SC_left_S42	41707114.0	102.0	37876146.0	90.81	101.69	3969342.0	3927685.0	3924631.0	32467.0	4232.0	8012.0	0.16	0.01	1.44	0.0	1.13	1750371.0	4.2	120027.0	0.29	0.0	3.73	0.97	0	1555942	404628
8_Fasting_Hip_left_S38	43361086.0	102.0	39680518.0	91.51	101.7	4056923.0	4017962.0	4011300.0	32094.0	4585.0	8944.0	0.16	0.01	1.43	0.0	1.14	1642362.0	3.79	104914.0	0.24	0.0	3.6	0.86	0	1560505	372787
8_Fasting_Hyp_both_S9	100041593.0	102.0	89222745.0	89.19	101.7	9822251.0	9721684.0	9711447.0	79796.0	10359.0	20649.0	0.17	0.01	1.45	0.01	1.13	5158901.0	5.16	265174.0	0.27	0.0	4.52	0.87	0	4524003	870770
8_Fasting_IC_left_S32	40396223.0	102.0	36759322.0	91.0	101.68	3797582.0	3760197.0	3755938.0	30886.0	4198.0	6560.0	0.17	0.01	1.45	0.0	1.13	1509876.0	3.74	110024.0	0.27	0.0	4.06	0.93	0	1641087	375914
8_Fasting_PFC_left_S56	151088870.0	102.0	136914862.0	90.62	101.71	15686529.0	15543038.0	15516011.0	124077.0	18270.0	28171.0	0.16	0.01	1.44	0.0	1.13	6334436.0	4.19	401006.0	0.27	0.0	4.06	0.87	0	6125878	1312688
8_Fasting_SC_left_S60	44160174.0	102.0	39885877.0	90.32	101.69	4072813.0	4030810.0	4026741.0	33002.0	4252.0	8818.0	0.16	0.01	1.44	0.0	1.13	1755449.0	3.98	122187.0	0.28	0.0	4.48	0.95	0	1977356	419305
9_Fasting_Hip_left_S36	48165100.0	102.0	43414211.0	90.14	101.7	4425746.0	4383546.0	4377998.0	34411.0	4904.0	8433.0	0.16	0.01	1.44	0.0	1.13	1980801.0	4.11	112962.0	0.23	0.0	4.68	0.84	0	2252781	404345
9_Fasting_Hyp_both_S39	41019628.0	102.0	36877772.0	89.9	101.69	4328584.0	4286717.0	4282188.0	34987.0	4538.0	6871.0	0.16	0.01	1.43	0.0	1.13	1986943.0	4.84	118410.0	0.29	0.0	4.08	0.88	0	1675188	361315
9_Fasting_IC_left_S83	40984072.0	102.0	36694239.0	89.53	101.68	4201030.0	4158783.0	4153812.0	34187.0	4580.0	8451.0	0.17	0.01	1.45	0.0	1.12	1774233.0	4.33	112784.0	0.28	0.0	4.97	0.89	0	2037883	364933
9_Fasting_PFC_left_S79	38224361.0	102.0	34594904.0	90.5	101.7	3840275.0	3803203.0	3796718.0	32018.0	4218.0	7321.0	0.16	0.01	1.44	0.0	1.14	1694159.0	4.43	108454.0	0.28	0.0	3.85	0.93	0	1471412	355432
9_Fasting_SC_left_S20	38549288.0	102.0	34417826.0	89.28	101.69	3541608.0	3503084.0	3500418.0	29438.0	3813.0	7939.0	0.17	0.01	1.44	0.0	1.13	1574868.0	4.09	103697.0	0.27	0.0	5.42	0.94	0	2090362	362535
Undetermined_S0	41708700.0	122.0	13467731.0	32.29	121.02	2265583.0	2242179.0	2239918.0	18906.0	2255.0	4504.0	0.8	0.01	1.67	0.0	1.22	1317060.0	3.16	35553.0	0.09	0.0	64.35	0.12	0	26838308	50048
