data,run,cell_cluster,module,name,genes,ortholog_ensg,ortholog_name,pkMs,gene_loadings
dmb,ds4_mcs20_pF,HY,thistle,HY__72,ENSMUSG00000110301,NA,NA,0.675784198589939,-0.218237413764013
dmb,ds4_mcs20_pF,HY,thistle,HY__72,ENSMUSG00000120381,NA,NA,0.655287897116825,-0.211618348336687
dmb,ds4_mcs20_pF,HY,thistle,HY__72,ENSMUSG00000022991,ENSG00000167531,LALBA,0.654149734519344,-0.21125079067222
dmb,ds4_mcs20_pF,HY,thistle,HY__72,ENSMUSG00000097947,NA,NA,0.643742859333545,-0.207889999563679
dmb,ds4_mcs20_pF,HY,thistle,HY__72,ENSMUSG00000027484,ENSG00000198183,BPIFA1,0.631116581332953,-0.203812475611411
dmb,ds4_mcs20_pF,HY,thistle,HY__72,ENSMUSG00000115230,NA,NA,0.619090536679894,-0.199928790718556
dmb,ds4_mcs20_pF,HY,thistle,HY__72,ENSMUSG00000081285,NA,NA,0.592260479767141,-0.191264305452404
dmb,ds4_mcs20_pF,HY,thistle,HY__72,ENSMUSG00000106738,NA,NA,0.589991377996765,-0.190531522852622
dmb,ds4_mcs20_pF,HY,thistle,HY__72,ENSMUSG00002074908,NA,NA,0.577048270696902,-0.186351682203661
dmb,ds4_mcs20_pF,HY,thistle,HY__72,ENSMUSG00000018449,ENSG00000129197,RPAIN,0.575451809408517,-0.185836121787364
dmb,ds4_mcs20_pF,HY,thistle,HY__72,ENSMUSG00000089926,NA,NA,0.546583717863729,-0.17651347462843
dmb,ds4_mcs20_pF,HY,thistle,HY__72,ENSMUSG00000114789,NA,NA,0.534263459873865,-0.172534776626578
dmb,ds4_mcs20_pF,HY,thistle,HY__72,ENSMUSG00000020973,ENSG00000165506,DNAAF2,0.526755618016291,-0.170110197902534
dmb,ds4_mcs20_pF,HY,thistle,HY__72,ENSMUSG00000017652,ENSG00000101017,CD40,0.42558299760152,-0.137437562068316
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000110960,NA,NA,0.794027077343377,-0.204625565713647
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000084124,NA,NA,0.775829938555689,-0.199936053321628
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000076255,NA,NA,0.745802708026812,-0.192197854953957
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000108194,NA,NA,0.74324378472076,-0.191538404988005
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000076898,NA,NA,0.725443435638181,-0.186951147695584
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000102694,NA,NA,0.723349847420394,-0.18641161738779
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000113244,NA,NA,0.712256424301876,-0.183552775358218
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000116811,NA,NA,0.70188479596679,-0.180879944196667
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000114710,NA,NA,0.696516797917654,-0.179496578731059
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000088528,NA,NA,0.69469030214607,-0.179025879757185
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000098004,NA,NA,0.686379621532055,-0.176884167250606
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000086594,NA,NA,0.684140305932796,-0.176307082117889
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000077406,NA,NA,0.683957878408193,-0.176260069444784
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000014609,ENSG00000108556,CHRNE,0.670481379594183,-0.17278709443884
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000071262,ENSG00000100207,TCF20,0.669210184166147,-0.172459499711889
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000120766,NA,NA,0.662293377622854,-0.170676996958219
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000056899,ENSG00000184903,IMMP2L,0.637191269494681,-0.16420803233107
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000101378,NA,NA,0.626346534869933,-0.161413278825902
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000039232,ENSG00000135604,STX11,0.618938178686923,-0.159504100766095
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000014725,ENSG00000042980,ADAM28,0.60340658913434,-0.155501516484886
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000022868,ENSG00000145192,AHSG,0.596019822532214,-0.153597902190255
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000084696,NA,NA,0.595547639155774,-0.153476217686941
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000097404,NA,NA,0.5951878614576,-0.153383500804707
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000104862,NA,NA,0.588999035558012,-0.151788603052551
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000062382,ENSG00000087086,FTL,0.580463619748261,-0.149588974930907
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000060198,NA,NA,0.57087374822598,-0.147117607213909
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000042638,ENSG00000070019,GUCY2C,0.562372112779281,-0.144926684495515
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000083155,NA,NA,0.560504122091306,-0.144445292031478
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00002075151,NA,NA,0.559136356042207,-0.14409281047317
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000081834,NA,NA,0.531433123637515,-0.136953520435513
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000081110,NA,NA,0.525252439168944,-0.135360720779222
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000032484,NA,NA,0.519201471039135,-0.133801349805602
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000085611,NA,NA,0.518580660473544,-0.13364136317944
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000038179,ENSG00000026751,SLAMF7,0.510213145068418,-0.131485004004486
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000033470,NA,NA,0.501378825307412,-0.129208346532251
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000120025,NA,NA,0.491368537554757,-0.12662863501763
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000029352,ENSG00000100053,CRYBB3,0.454212575092285,-0.117053319445324
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000086021,NA,NA,0.420162976669032,-0.108278532616905
dmb,ds4_mcs20_pF,HY,hotpink2,HY__27,ENSMUSG00000120431,NA,NA,0.401192240607644,-0.103389659542761
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000062704,NA,NA,0.752829670966564,-0.2026706290574
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000119700,ENSG00000206727,SNORD116-9,0.748724159007207,-0.201565376802481
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000064688,NA,NA,0.743312895073886,-0.200108600711345
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000103222,NA,NA,0.716309907761757,-0.192839077954688
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000046388,NA,NA,0.709293050361264,-0.190950057159933
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000077557,ENSG00000212498,SNORD86,0.706607086566908,-0.190226964018388
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000104092,NA,NA,0.697850585599812,-0.18786961065177
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000080298,NA,NA,0.695415750298564,-0.1872141242633
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000088897,NA,NA,0.689839790339154,-0.185713010058912
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000107652,NA,NA,0.683477119755726,-0.184000104073189
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000100068,NA,NA,0.681395960364937,-0.183439831412365
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000111722,NA,NA,0.678633597059411,-0.182696170621077
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000092325,NA,NA,0.676260636566205,-0.18205734166091
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000039131,ENSG00000137960,GIPC2,0.671857214345994,-0.180871888449124
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000078497,ENSG00000196378,ZNF34,0.669382825726975,-0.180205753840873
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000082609,NA,NA,0.667196205984998,-0.179617090009323
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000073728,NA,NA,0.631704114377041,-0.170062200224609
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000112551,NA,NA,0.628356315714365,-0.169160933328405
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000046691,ENSG00000168802,CHTF8,0.62669659553846,-0.168714117076227
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000089127,NA,NA,0.624147988338043,-0.168028001950258
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000089222,ENSG00000206654,RNU6-608P,0.621599543437388,-0.167341930517299
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000120006,NA,NA,0.621454599052995,-0.167302909779015
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000024800,ENSG00000148688,RPP30,0.614924431184939,-0.165544911548193
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000112158,NA,NA,0.61374401945775,-0.16522713078513
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000086739,NA,NA,0.604888788791368,-0.162843198218684
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000116893,NA,NA,0.601707147265118,-0.161986662783873
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000083693,NA,NA,0.576932631935472,-0.155317070975669
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000076218,NA,NA,0.563036440600524,-0.151576052325673
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000111030,NA,NA,0.547239019360123,-0.147323200155054
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000106936,NA,NA,0.531557120014884,-0.143101447841501
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000097015,NA,NA,0.521452651977374,-0.140381205836662
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000051451,ENSG00000137504,CREBZF,0.489199232291594,-0.131698204742169
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000079993,NA,NA,0.443099006391324,-0.119287480054737
dmb,ds4_mcs20_pF,HY,oldlace,HY__44,ENSMUSG00000087190,NA,NA,0.437175341576703,-0.117692759601221
dmb,ds4_mcs20_pF,HY,deeppink1,HY__19,ENSMUSG00000103328,NA,NA,0.774235055000263,-0.245865057454461
dmb,ds4_mcs20_pF,HY,deeppink1,HY__19,ENSMUSG00000049926,NA,NA,0.754841422796114,-0.23970644132706
dmb,ds4_mcs20_pF,HY,deeppink1,HY__19,ENSMUSG00000099988,NA,NA,0.754240076210837,-0.239515478502806
dmb,ds4_mcs20_pF,HY,deeppink1,HY__19,ENSMUSG00000083449,NA,NA,0.733361739266071,-0.232885381506647
dmb,ds4_mcs20_pF,HY,deeppink1,HY__19,ENSMUSG00000108947,NA,NA,0.728747478482808,-0.231420082970679
dmb,ds4_mcs20_pF,HY,deeppink1,HY__19,ENSMUSG00000087401,NA,NA,0.699379571946811,-0.222094049512032
dmb,ds4_mcs20_pF,HY,deeppink1,HY__19,ENSMUSG00000113052,NA,NA,0.688346069263069,-0.218590265029861
dmb,ds4_mcs20_pF,HY,deeppink1,HY__19,ENSMUSG00000112622,NA,NA,0.680326638881481,-0.216043625351398
dmb,ds4_mcs20_pF,HY,deeppink1,HY__19,ENSMUSG00000090084,ENSG00000101955,SRPX,0.669926145170884,-0.212740858359389
dmb,ds4_mcs20_pF,HY,deeppink1,HY__19,ENSMUSG00000081276,NA,NA,0.658961344462555,-0.209258890785435
dmb,ds4_mcs20_pF,HY,deeppink1,HY__19,ENSMUSG00000117772,NA,NA,0.657810694665996,-0.208893491961765
dmb,ds4_mcs20_pF,HY,deeppink1,HY__19,ENSMUSG00000085977,NA,NA,0.644414919729673,-0.204639547435364
dmb,ds4_mcs20_pF,HY,deeppink1,HY__19,ENSMUSG00000119139,NA,NA,0.643425846882478,-0.204325458773489
dmb,ds4_mcs20_pF,HY,deeppink1,HY__19,ENSMUSG00000030976,ENSG00000175018,TEX36,0.639570667006242,-0.203101212963839
dmb,ds4_mcs20_pF,HY,deeppink1,HY__19,ENSMUSG00000087563,NA,NA,0.631158548668341,-0.20042987181866
dmb,ds4_mcs20_pF,HY,deeppink1,HY__19,ENSMUSG00000103527,NA,NA,0.62543009407342,-0.198610751373248
dmb,ds4_mcs20_pF,HY,deeppink1,HY__19,ENSMUSG00000108180,NA,NA,0.615456635251529,-0.195443593014262
dmb,ds4_mcs20_pF,HY,deeppink1,HY__19,ENSMUSG00000115656,NA,NA,0.605710693707273,-0.192348684740282
dmb,ds4_mcs20_pF,HY,deeppink1,HY__19,ENSMUSG00002076504,ENSG00000252710,RNU6-295P,0.602087369004301,-0.191198066552021
dmb,ds4_mcs20_pF,HY,deeppink1,HY__19,ENSMUSG00000105845,NA,NA,0.593564615946252,-0.18849159239181
dmb,ds4_mcs20_pF,HY,deeppink1,HY__19,ENSMUSG00000082818,NA,NA,0.565157218728477,-0.179470576998652
dmb,ds4_mcs20_pF,HY,deeppink1,HY__19,ENSMUSG00000052724,NA,NA,0.549521471227477,-0.174505309754746
dmb,ds4_mcs20_pF,HY,deeppink1,HY__19,ENSMUSG00002075780,NA,NA,0.50803258191598,-0.161330153077954
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000106379,ENSG00000187416,LHFPL3,0.886452601992902,0.155302914950735
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000100252,NA,NA,0.876527380069782,0.153564056163781
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000027965,ENSG00000118733,OLFM3,0.872661753995237,0.152886814091123
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000041380,ENSG00000147246,HTR2C,0.868198533116964,0.152104875822899
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000027858,ENSG00000134198,TSPAN2,0.857385982207557,0.150210560582007
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000021047,ENSG00000139910,NOVA1,0.839643268870264,0.147102108878868
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000049092,ENSG00000180998,GPR137C,0.836225092926958,0.146503258261681
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000021709,ENSG00000112851,ERBIN,0.831727946988441,0.145715376459947
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000027375,ENSG00000172005,MAL,0.82840852189758,0.145133826593194
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000015653,ENSG00000157214,STEAP2,0.824488672768006,0.144447084860335
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000031772,ENSG00000152910,CNTNAP4,0.814511893985183,0.142699193519831
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000026312,ENSG00000081138,CDH7,0.812862156570698,0.142410166189101
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000038718,ENSG00000167081,PBX3,0.80143285632267,0.140407798955505
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000028403,ENSG00000175893,ZDHHC21,0.801039890281127,0.140338952892455
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000056342,ENSG00000115464,USP34,0.799090749252207,0.139997471257948
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000021830,ENSG00000087301,TXNDC16,0.792669307038195,0.138872460522143
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000026150,ENSG00000168958,MFF,0.786833391625741,0.137850031716675
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000037236,ENSG00000015479,MATR3,0.774865920603062,0.135753379137358
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000038323,ENSG00000178074,C2orf69,0.774669142815459,0.135718904463875
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000055026,ENSG00000182256,GABRG3,0.767125167795082,0.134397230514984
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000027285,ENSG00000137814,HAUS2,0.760593694306679,0.13325294274439
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000029563,ENSG00000128573,FOXP2,0.7569422416507,0.132613222989489
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000036503,ENSG00000082996,RNF13,0.751614982463304,0.13167990869988
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000025927,ENSG00000008196,TFAP2B,0.741070796086024,0.129832609840929
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000053475,ENSG00000123610,TNFAIP6,0.728173152621933,0.127572994807406
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000104411,NA,NA,0.719817281696964,0.12610907997577
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000115709,NA,NA,0.71946568639777,0.126047481899658
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000113429,NA,NA,0.710628647351666,0.124499268356928
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000012819,ENSG00000107736,CDH23,0.709845099139651,0.124361993875408
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000029821,ENSG00000105928,GSDME,0.707582373298359,0.123965573448533
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000015619,ENSG00000107485,GATA3,0.7053874926122,0.123581039218769
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000028165,ENSG00000145354,CISD2,0.697124731999559,0.122133436937724
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000021147,ENSG00000047056,WDR37,0.693372609704784,0.121476080268771
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000089809,ENSG00000138670,RASGEF1B,0.693128305371011,0.121433279136387
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000031659,ENSG00000121281,ADCY7,0.685477513892038,0.120092891375447
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000030393,ENSG00000171649,ZIK1,0.683813150749383,0.119801301676224
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000022797,ENSG00000072274,TFRC,0.677687994235837,0.118728198998264
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000050663,ENSG00000072657,TRHDE,0.673935654156684,0.118070804174368
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000051354,ENSG00000164483,SAMD3,0.66880180540228,0.117171374611318
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000057098,ENSG00000164330,EBF1,0.665944231881318,0.116670739273914
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000027550,ENSG00000133739,LRRCC1,0.663876419402373,0.116308466880749
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000021357,ENSG00000112685,EXOC2,0.662324861563219,0.11603664021501
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000026839,ENSG00000007001,UPP2,0.660236313498015,0.115670735030895
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000028072,ENSG00000198400,NTRK1,0.647063564971679,0.113362922701783
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000045036,ENSG00000186952,TMEM232,0.635526808260864,0.111341729529989
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000030562,ENSG00000086991,NOX4,0.632287164554946,0.110774157039593
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000042851,ENSG00000188177,ZC3H6,0.63092041865346,0.110534708678767
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000079339,ENSG00000204010,IFIT1B,0.628619269639517,0.110131556667257
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000013878,ENSG00000120925,RNF170,0.626082137041382,0.109687061285078
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000112950,NA,NA,0.616192467724905,0.107954431171189
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000042208,ENSG00000162929,SANBR,0.60447829134752,0.105902154790517
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000033769,ENSG00000144036,EXOC6B,0.602517955401329,0.105558711851728
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000063052,ENSG00000066557,LRRC40,0.602330048385536,0.105525791301631
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000057835,NA,NA,0.5980479960428,0.104775593028984
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000057134,ENSG00000181915,ADO,0.596786779064582,0.104554632909219
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000104965,NA,NA,0.595394583345073,0.104310725843082
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000040410,ENSG00000112234,FBXL4,0.586456257138149,0.102744767198936
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000081010,NA,NA,0.582182563777824,0.101996033386241
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000112739,NA,NA,0.576513316841141,0.101002804224452
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000056459,ENSG00000089775,ZBTB25,0.572637710021899,0.100323813565642
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000114797,ENSG00000139496,NUP58,0.56267175774113,0.0985778189845629
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000052516,ENSG00000185008,ROBO2,0.556001684892094,0.0974092491658718
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000024597,ENSG00000064651,SLC12A2,0.531270557226273,0.0930764555028087
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000012422,ENSG00000174695,TMEM167A,0.511494283557847,0.0896117322444356
dmb,ds4_mcs20_pF,HY,royalblue2,HY__55,ENSMUSG00000094344,NA,NA,0.47735741873357,0.0836310914266744
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000077547,ENSG00000253026,RNU6-464P,0.910806774569632,0.151358512695765
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000075524,NA,NA,0.848750428161088,0.141045945246792
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000085369,NA,NA,0.828657320144031,0.137706858373691
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000080719,NA,NA,0.816580178530463,0.135699870455634
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000105693,NA,NA,0.79624256708278,0.132320151829848
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000111958,NA,NA,0.794987756346629,0.132111626495999
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000114185,NA,NA,0.789663524014537,0.131226841808915
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000116445,NA,NA,0.776238325832214,0.128995832898729
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000005232,ENSG00000152254,G6PC2,0.763493883101786,0.126877952410054
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000105712,NA,NA,0.7619380650581,0.126619405469372
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000095814,NA,NA,0.754864520636353,0.125443918864467
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000086550,NA,NA,0.754864520636353,0.125443918864467
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000078840,NA,NA,0.754803633745662,0.125433800637995
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000094856,NA,NA,0.745035058319395,0.123810451878457
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000082556,NA,NA,0.741445684585055,0.123213967217706
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000116743,NA,NA,0.740414697789828,0.123042637104348
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000119659,NA,NA,0.737194311393365,0.122507471019857
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000117146,NA,NA,0.734069531995251,0.121988192973836
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000030463,NA,NA,0.729082539326483,0.121159451012045
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000068397,NA,NA,0.728293270281167,0.121028289724985
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000081185,NA,NA,0.725504543068177,0.120564857068292
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000063116,ENSG00000180090,OR3A1,0.723992659686166,0.120313611220699
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000086008,NA,NA,0.721751017911049,0.119941093608235
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000064481,NA,NA,0.720806167895571,0.119784077765736
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000084963,NA,NA,0.714495504332585,0.118735367240423
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000093269,NA,NA,0.709331624749255,0.117877230086314
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000104174,NA,NA,0.707561510172189,0.117583071196452
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000091734,ENSG00000197617,VN1R5,0.704853532353841,0.117133057531159
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000102434,NA,NA,0.702887660057228,0.116806367485286
dmb,ds4_mcs20_pF,HY,magenta3,HY__40,ENSMUSG00000114334,NA,NA,0.699779083222863,0.116289781992746
